Time [s],Value,Parity Error,Framing Error
0.062224600000000,\r (0x0D),,
0.062320000000000,0 (0x30),,
0.062415500000000,0 (0x30),,
0.062510900000000,1 (0x31),,
0.062606400000000,2 (0x32),,
0.062701800000000,0 (0x30),,
0.062797300000000,0 (0x30),,
0.062892700000000,0 (0x30),,
0.062988200000000,6 (0x36),,
0.063083700000000,3 (0x33),,
0.063179100000000,1 (0x31),,
0.063274600000000,0 (0x30),,
0.063370000000000,0 (0x30),,
0.063465500000000,0 (0x30),,
0.063560900000000,2 (0x32),,
0.063656300000000,0 (0x30),,
0.063751800000000,0 (0x30),,
0.063847300000000,1 (0x31),,
0.063942700000000,1 (0x31),,
0.064038200000000,0 (0x30),,
0.064133600000000,1 (0x31),,
0.064229100000000,0 (0x30),,
0.064324500000000,'0' (0x00),,
0.064420000000000,'0' (0x00),,
0.064515400000000,'0' (0x00),,
0.064610900000000,'0' (0x00),,
0.064706300000000,'0' (0x00),,
0.064801800000000,'4' (0x04),,
0.064897300000000,'2' (0x02),,
0.064992700000000,\n (0x0A),,
0.162181000000000,\r (0x0D),,
0.162276500000000,0 (0x30),,
0.162371900000000,0 (0x30),,
0.162467400000000,1 (0x31),,
0.162571500000000,2 (0x32),,
0.162667000000000,0 (0x30),,
0.162762500000000,0 (0x30),,
0.162857900000000,0 (0x30),,
0.162953400000000,6 (0x36),,
0.163048800000000,3 (0x33),,
0.163144300000000,1 (0x31),,
0.163239700000000,0 (0x30),,
0.163335200000000,0 (0x30),,
0.163430600000000,0 (0x30),,
0.163526100000000,2 (0x32),,
0.163621500000000,0 (0x30),,
0.163717000000000,0 (0x30),,
0.163812400000000,1 (0x31),,
0.163907900000000,1 (0x31),,
0.164003300000000,0 (0x30),,
0.164098800000000,1 (0x31),,
0.164194200000000,0 (0x30),,
0.164289700000000,'0' (0x00),,
0.164385200000000,'0' (0x00),,
0.164480600000000,'0' (0x00),,
0.164576100000000,'0' (0x00),,
0.164671500000000,'0' (0x00),,
0.164767000000000,'4' (0x04),,
0.164862400000000,'2' (0x02),,
0.164957900000000,\n (0x0A),,
0.262205700000000,\r (0x0D),,
0.262301200000000,0 (0x30),,
0.262396600000000,0 (0x30),,
0.262492100000000,1 (0x31),,
0.262596200000000,2 (0x32),,
0.262691700000000,0 (0x30),,
0.262787200000000,0 (0x30),,
0.262882600000000,0 (0x30),,
0.262978000000000,8 (0x38),,
0.263073500000000,3 (0x33),,
0.263168900000000,1 (0x31),,
0.263264400000000,0 (0x30),,
0.263359800000000,0 (0x30),,
0.263455300000000,0 (0x30),,
0.263550800000000,2 (0x32),,
0.263646200000000,0 (0x30),,
0.263741700000000,0 (0x30),,
0.263837100000000,1 (0x31),,
0.263932600000000,1 (0x31),,
0.264028000000000,0 (0x30),,
0.264123500000000,1 (0x31),,
0.264218900000000,0 (0x30),,
0.264314400000000,'0' (0x00),,
0.264409900000000,'0' (0x00),,
0.264505300000000,'0' (0x00),,
0.264600800000000,'0' (0x00),,
0.264696200000000,'0' (0x00),,
0.264791700000000,'4' (0x04),,
0.264887100000000,'4' (0x04),,
0.264982500000000,\n (0x0A),,
0.362221900000000,\r (0x0D),,
0.362317300000000,0 (0x30),,
0.362412800000000,0 (0x30),,
0.362508200000000,1 (0x31),,
0.362612400000000,2 (0x32),,
0.362707800000000,0 (0x30),,
0.362803300000000,0 (0x30),,
0.362898700000000,0 (0x30),,
0.362994200000000,8 (0x38),,
0.363089600000000,3 (0x33),,
0.363185100000000,1 (0x31),,
0.363280500000000,0 (0x30),,
0.363376000000000,0 (0x30),,
0.363471400000000,0 (0x30),,
0.363566900000000,2 (0x32),,
0.363662300000000,0 (0x30),,
0.363757800000000,0 (0x30),,
0.363853300000000,1 (0x31),,
0.363948700000000,1 (0x31),,
0.364044200000000,0 (0x30),,
0.364139600000000,1 (0x31),,
0.364235100000000,0 (0x30),,
0.364330500000000,'0' (0x00),,
0.364426000000000,'0' (0x00),,
0.364521400000000,'0' (0x00),,
0.364616900000000,'0' (0x00),,
0.364712300000000,'0' (0x00),,
0.364807800000000,'4' (0x04),,
0.364903200000000,'4' (0x04),,
0.364998700000000,\n (0x0A),,
0.462201200000000,\r (0x0D),,
0.462296700000000,0 (0x30),,
0.462392100000000,0 (0x30),,
0.462487600000000,1 (0x31),,
0.462583000000000,2 (0x32),,
0.462678500000000,0 (0x30),,
0.462773900000000,0 (0x30),,
0.462869400000000,0 (0x30),,
0.462964800000000,8 (0x38),,
0.463060300000000,3 (0x33),,
0.463155800000000,1 (0x31),,
0.463251200000000,0 (0x30),,
0.463346700000000,0 (0x30),,
0.463442100000000,0 (0x30),,
0.463537600000000,2 (0x32),,
0.463633000000000,0 (0x30),,
0.463728500000000,0 (0x30),,
0.463823900000000,1 (0x31),,
0.463919400000000,1 (0x31),,
0.464014800000000,0 (0x30),,
0.464110300000000,1 (0x31),,
0.464205800000000,0 (0x30),,
0.464301200000000,'0' (0x00),,
0.464396700000000,'0' (0x00),,
0.464492100000000,'0' (0x00),,
0.464587500000000,'0' (0x00),,
0.464683000000000,'0' (0x00),,
0.464778500000000,'4' (0x04),,
0.464873900000000,'4' (0x04),,
0.464969400000000,\n (0x0A),,
0.562227100000000,\r (0x0D),,
0.562322500000000,0 (0x30),,
0.562418000000000,0 (0x30),,
0.562513400000000,1 (0x31),,
0.562617600000000,2 (0x32),,
0.562713000000000,0 (0x30),,
0.562808500000000,0 (0x30),,
0.562903900000000,0 (0x30),,
0.562999400000000,8 (0x38),,
0.563094800000000,3 (0x33),,
0.563190300000000,1 (0x31),,
0.563285700000000,0 (0x30),,
0.563381200000000,0 (0x30),,
0.563476600000000,0 (0x30),,
0.563572100000000,2 (0x32),,
0.563667500000000,0 (0x30),,
0.563763000000000,0 (0x30),,
